epoch,train_loss,val_loss,val_dice,pixel_acc,class_0_dice,class_1_dice,class_2_dice,class_3_dice
1,0.7960527665772528,0.49055917116633635,0.33194100268577276,0.7915219312522844,0.8823836445808411,0.048020124435424805,0.35828718543052673,0.03907308354973793
2,0.38168212574607924,0.42673696276911516,0.3580946530166425,0.8808192202919408,0.9358901977539062,0.06779748946428299,0.3485700488090515,0.08012094348669052
3,0.28608746250283046,0.33493415599590853,0.4387379516112177,0.9337472302174707,0.9652220606803894,0.2147410660982132,0.47953000664711,0.09545864164829254
4,0.23618465676060263,0.36643309289948983,0.535633891036636,0.9594084533334475,0.9793973565101624,0.38399991393089294,0.650484561920166,0.128653883934021
5,0.19675324210580789,1.03946802765131,0.5022568460880664,0.9491669058102614,0.9754574298858643,0.39091482758522034,0.2619662880897522,0.38068878650665283
6,0.18558219609395513,0.3791970922366569,0.5331910712677136,0.9583842851962263,0.979377031326294,0.49438610672950745,0.5461726188659668,0.11282848566770554
7,0.14479963200272256,0.21298180566283695,0.5977427815659004,0.9739639996088039,0.9867008924484253,0.5338807106018066,0.6486483812332153,0.22174109518527985
8,0.1166371372791956,0.17516347478356278,0.6713554017376482,0.9857865718373081,0.9928789138793945,0.4632485508918762,0.6727498173713684,0.5565443634986877
9,0.10015382385759983,0.6978628142949259,0.5091963742385831,0.9545509829158672,0.9779719710350037,0.3837490677833557,0.5591531991958618,0.11591123789548874
10,0.08997734404116306,0.14843144735092656,0.7730527805131778,0.9905023853681241,0.9952185750007629,0.5886744260787964,0.6776241660118103,0.8306938409805298
11,0.0718642790221943,0.1378672550710147,0.7699304536769265,0.9903228938230993,0.9951632022857666,0.5429834723472595,0.7288022637367249,0.8127728700637817
12,0.06121949935859104,0.13780028980813527,0.7488328864177068,0.9897496630573831,0.9949285984039307,0.5948306322097778,0.7893736362457275,0.6161987781524658
13,0.05922518132851934,0.1333169812630666,0.6690418056228704,0.982848184150562,0.9912877082824707,0.5784825682640076,0.6477183699607849,0.45867860317230225
14,0.054866848056608776,0.12471447808243204,0.7783939116879514,0.9908086765579314,0.9954426884651184,0.5904725193977356,0.7779558897018433,0.7497044205665588
15,0.04536344051220507,0.09398682691614356,0.7251546341076232,0.9874921653702943,0.9936425685882568,0.6190832853317261,0.7229483723640442,0.564944326877594
16,0.03693900048240738,0.10013040728670985,0.8232830663522085,0.9931845860174524,0.9965819716453552,0.6837766170501709,0.7905034422874451,0.8222703337669373
17,0.03216751803696718,0.10637371574544854,0.8337946879236322,0.9935396428693805,0.9968162178993225,0.6858001351356506,0.8315374851226807,0.8210248947143555
18,0.02892185093940429,0.09276721826672815,0.8256381554038901,0.9929491455791986,0.9964770674705505,0.6802384257316589,0.8137355446815491,0.8121015429496765
19,0.025436749172238808,0.09196913014411141,0.8104651335038637,0.9929576673005757,0.9964931011199951,0.6617121696472168,0.8045579195022583,0.7790974378585815
20,0.022946613963763667,0.10588502283453156,0.8493161661583081,0.9947724370231404,0.9974007606506348,0.7123451828956604,0.8461799025535583,0.8413387537002563
21,0.020707435238192667,0.09633696017165978,0.833188312618356,0.9936941492627238,0.9968604445457458,0.7439339756965637,0.8100438714027405,0.781915009021759
22,0.01881144013044969,0.09144919438352972,0.8607713553989143,0.9946429603978207,0.9973242878913879,0.7613798379898071,0.8344742059707642,0.8499070405960083
23,0.017645996924981755,0.09559972400433923,0.8141820368013883,0.9929527148865817,0.9964820742607117,0.749896228313446,0.8147270083427429,0.695622980594635
24,0.0648613939202338,0.07627366296130053,0.7904713574731559,0.9896769830357959,0.9947890639305115,0.6169139742851257,0.713200569152832,0.8369817733764648
25,0.023709571182306082,0.09290080045333557,0.8161815770885401,0.9931524176346628,0.9966577887535095,0.6953063011169434,0.7763275504112244,0.7964347004890442
