epoch,train_loss,val_loss,val_dice,pixel_acc,class_0_dice,class_1_dice,class_2_dice,class_3_dice
1,0.973590499623035,0.5755651908164675,0.3533343303870488,0.9215700909807966,0.9573557376861572,0.0764370709657669,0.12454574555158615,0.2549987733364105
2,0.6997031155155926,0.45357644815857595,0.3769172623336732,0.938384156127076,0.9671359658241272,0.14892974495887756,0.16224095225334167,0.22936245799064636
3,0.5928467733225202,0.3334778729643855,0.5160057168532085,0.9696147358500874,0.9843278527259827,0.23628059029579163,0.29557737708091736,0.5478370785713196
4,0.5476264847609086,0.2473168725773067,0.5516613847934283,0.9750168807023055,0.9871174097061157,0.3307006359100342,0.4532782733440399,0.43554919958114624
5,0.4957621415880153,0.17704586320641366,0.6593268999269792,0.9836088060499071,0.9916347861289978,0.5853269100189209,0.48732662200927734,0.57301926612854
6,0.5085823702497211,0.20075356295996613,0.5607231134822318,0.9690987646996558,0.9840128421783447,0.6334385871887207,0.33419549465179443,0.29124557971954346
7,0.46446716679426714,0.11671882554550063,0.7597604273603513,0.9901994291719023,0.9949842095375061,0.5962162017822266,0.6407290697097778,0.8071120381355286
8,0.4492529702743864,0.11347973345407655,0.6666014432594493,0.9851726185191761,0.9924335479736328,0.44733503460884094,0.627327024936676,0.5993101596832275
9,0.44139761989557647,0.10661902050064369,0.7763669862822219,0.9918046964632048,0.9959438443183899,0.6678250432014465,0.6903811693191528,0.7513178586959839
10,0.467961628838041,0.10261710224204235,0.5658979928576863,0.976226806640625,0.9878125190734863,0.34666433930397034,0.40389198064804077,0.5252231955528259
11,0.4332973175356543,0.07798763660557724,0.8018643105780328,0.9923781281584626,0.9961875677108765,0.6710147261619568,0.7353711724281311,0.8048836588859558
12,0.45401108676825114,0.08145075344474062,0.5488275452614664,0.9776522763125546,0.988524854183197,0.36303892731666565,0.4582732915878296,0.3854730725288391
13,0.41494600692900213,0.06602328132115096,0.7589661579553064,0.9897958181954764,0.9947786331176758,0.5304210186004639,0.7445050477981567,0.7661600112915039
14,0.42959400239150697,0.09140820239370988,0.761585064805471,0.9880173689835555,0.9938827157020569,0.6327133774757385,0.7155577540397644,0.7041864991188049
15,0.43925430587818465,0.092547748628613,0.6776154645673045,0.9842332426484648,0.9920153021812439,0.6220204830169678,0.32986363768577576,0.7665625214576721
16,0.4323064861743431,0.0608967244218045,0.8306819850227216,0.9950025865248033,0.9974817633628845,0.7245509028434753,0.7471649646759033,0.8535304069519043
17,0.43354880632605497,0.054890473189249216,0.8026524251782811,0.9929814905553431,0.9964475035667419,0.6991646885871887,0.7240501642227173,0.7909473776817322
18,0.4004801965462483,0.05062751923329555,0.726733108083685,0.9919929771156578,0.9959394335746765,0.6060234308242798,0.6244450211524963,0.6805245280265808
19,0.4072023141311436,0.051112397914993335,0.8014679197352249,0.9937820434570312,0.9968897700309753,0.6762199997901917,0.7393791079521179,0.7933828234672546
20,0.4034096962673877,0.05664602852299471,0.7993206624071915,0.9941961115056818,0.9971125721931458,0.652487576007843,0.7627745866775513,0.7849078178405762
21,0.42317595417664305,0.05443790618173935,0.7697228394917675,0.9901418619222574,0.9949352741241455,0.6461940407752991,0.6692016124725342,0.7685604691505432
22,0.4093804717730216,0.058396716313957646,0.8308105915263816,0.9939917717780267,0.9969738721847534,0.7179102897644043,0.8010013699531555,0.8073567748069763
23,0.4042005476095085,0.06745349083476784,0.8281958728403478,0.9927387904453945,0.9962460398674011,0.6785528063774109,0.7392777800559998,0.8987067937850952
24,0.4124660423797805,0.07500007360118564,0.8070180807913934,0.9919807060615166,0.99598628282547,0.7278013825416565,0.7579638361930847,0.7463208436965942
25,0.4013987105582061,0.06303361275028177,0.8345883132277668,0.9951480785449902,0.9976085424423218,0.709441065788269,0.8148572444915771,0.8164461851119995
