epoch,train_loss,val_loss,val_dice,pixel_acc,class_0_dice,class_1_dice,class_2_dice,class_3_dice
1,0.6148057032406815,0.6124051146573953,0.3569352202169545,0.9430381934959572,0.9697425961494446,0.13387596607208252,0.2630920112133026,0.06103032827377319
2,0.25468342415079837,0.5229267079930205,0.49019365398200243,0.9707287875088778,0.9854360818862915,0.3722865581512451,0.48981913924217224,0.11323275417089462
3,0.17135025348847474,0.29507658818176574,0.6839098948594573,0.9875664877724815,0.9936596155166626,0.5909886360168457,0.5555810332298279,0.5954100489616394
4,0.11404231916053023,0.26298232377878017,0.6147987016222694,0.9805885261588997,0.9901393055915833,0.49304261803627014,0.4359872043132782,0.5400256514549255
5,0.09129033104433276,0.16841455697492286,0.7735656900526761,0.9920911455487872,0.9960092306137085,0.6471485495567322,0.7228291034698486,0.7282756567001343
6,0.06540423857305593,0.12692550148398102,0.8262141779377744,0.9938847468449519,0.9969275593757629,0.7225487232208252,0.7777260541915894,0.8076543807983398
7,0.04474091341310158,0.09941373019433626,0.8113292557793064,0.9934429355434604,0.9966824650764465,0.7060180306434631,0.7412983179092407,0.8013182282447815
8,0.03392511337420078,0.09140522745796122,0.8409117542050936,0.9942221474814248,0.9971045851707458,0.7437949776649475,0.7984035611152649,0.8243438005447388
9,0.028937323526214292,0.07067463068955845,0.8841906397284328,0.9964286964256447,0.9981979727745056,0.8026506304740906,0.8664954900741577,0.8694185018539429
10,0.021748856126474654,0.06676670889715319,0.9021045931360938,0.9967264028695914,0.9983486533164978,0.8337405920028687,0.8721346855163574,0.9041944146156311
11,0.017101115319968725,0.05199879713656081,0.8414442207846609,0.9954386357660894,0.9976967573165894,0.747556209564209,0.8006516098976135,0.819872260093689
12,0.015188990111606635,0.08107707394332579,0.8695958617267076,0.9958253873811735,0.9979135990142822,0.8376380801200867,0.8451306223869324,0.7977012395858765
13,0.012791482758200993,0.06831868128180243,0.9339078502221541,0.9975398137019231,0.9987678527832031,0.8902292251586914,0.9271280765533447,0.9195063710212708
14,0.009865919332497003,0.07245027309876274,0.9180399923474638,0.9973508394681491,0.9986690878868103,0.8642117977142334,0.8960928916931152,0.913186252117157
15,0.06517974284053515,0.07007689739356039,0.6669493866758747,0.9901555201390406,0.9950448274612427,0.5637763738632202,0.6214098334312439,0.4875665307044983
16,0.034617658723448595,0.05228319224393503,0.8530582612106851,0.9955702028074465,0.9977734684944153,0.7571880221366882,0.8418535590171814,0.8154179453849792
17,0.01169215327855654,0.048489836318958944,0.8715320284758414,0.9963262064473613,0.9981452822685242,0.803601086139679,0.843474805355072,0.8409069776535034
18,0.008958163459187115,0.05315527246232711,0.9167505346394919,0.9972164981015079,0.9986001253128052,0.8654799461364746,0.8928222060203552,0.9100999236106873
19,0.007066957650675885,0.04345978571222509,0.8741813065497192,0.9962995835951158,0.9981372356414795,0.814620852470398,0.8602723479270935,0.8236945867538452
20,0.006265303300792064,0.053604780728896184,0.9139461229731153,0.9975856434215199,0.9987890124320984,0.8630672097206116,0.8897044062614441,0.9042237997055054
21,0.0055720907052963725,0.060604275875868134,0.9247818555865255,0.9977614929626039,0.9988777041435242,0.8623308539390564,0.9185205101966858,0.9193983674049377
22,0.005127170069211322,0.07137833515603838,0.9420354658073479,0.9982220309597629,0.9991110563278198,0.9046163558959961,0.9347551465034485,0.9296593070030212
23,0.0045313390806635346,0.05470744748127653,0.9080799287640965,0.9976145070749562,0.9988024234771729,0.8372165560722351,0.8949251174926758,0.9013755321502686
24,0.0038403926532700416,0.05634512106596551,0.9315657463523891,0.9981559273246285,0.9990772008895874,0.8771044015884399,0.9197683334350586,0.9303128719329834
25,0.0035439020806423776,0.05571244433245433,0.9230366232511881,0.9979962969159747,0.9989981651306152,0.8833928108215332,0.9185137748718262,0.8912418484687805
