epoch,train_loss,val_loss,val_dice,pixel_acc,class_0_dice,class_1_dice,class_2_dice,class_3_dice
1,0.5978625807456854,0.6966668316065432,0.32001894686397137,0.9050743263084572,0.948919951915741,0.051341403275728226,0.1174616664648056,0.16235274076461792
2,0.2770017140158793,0.4752210448854245,0.5154826074734434,0.9709425172605715,0.984915554523468,0.2772867679595947,0.3808852732181549,0.41884270310401917
3,0.18001932493312572,0.34644730714755456,0.6391963874856075,0.9871442568052066,0.9934434294700623,0.38835111260414124,0.5133266448974609,0.6616644263267517
4,0.1365061244223176,0.28310958676404885,0.79372326550367,0.9935327276483282,0.9967266321182251,0.5959262251853943,0.7129164934158325,0.8693234920501709
5,0.11046812123035997,0.2246712411890601,0.7070712788434296,0.9870634279051027,0.9933943152427673,0.45785319805145264,0.6983192563056946,0.6787182688713074
6,0.0796511529725257,0.17080237325020395,0.7943530350506722,0.99422097372842,0.9970804452896118,0.5946329832077026,0.688153088092804,0.8975454568862915
7,0.058400300793289166,0.13743058954189707,0.8421189667253227,0.994628212668679,0.9972741007804871,0.6653648614883423,0.8287476897239685,0.877089262008667
8,0.05069767124950886,0.2661686049109989,0.44413179247737766,0.9482248479669745,0.9728692173957825,0.07747159898281097,0.3611684739589691,0.36501801013946533
9,0.07628103827951642,0.247442248153624,0.5900169405174422,0.9642410811844405,0.9816663265228271,0.3323047459125519,0.6794143915176392,0.3666822612285614
10,0.04685205188617716,0.09769743066150825,0.8255979087386098,0.9949632124467329,0.997451901435852,0.7063083648681641,0.7547478079795837,0.8438834547996521
11,0.026589659443958018,0.082528043870482,0.8869984164521411,0.9959305449799224,0.9979398250579834,0.8055537343025208,0.8646765351295471,0.8798233866691589
12,0.0210703033121015,0.07043410086893587,0.8508496083371289,0.9954983371121067,0.9977152347564697,0.7363502383232117,0.8000314831733704,0.8693012595176697
13,0.01695590697577208,0.08273023476179403,0.8889373920180581,0.9962793630319875,0.9981321096420288,0.8142625689506531,0.8685384392738342,0.8748162388801575
14,0.014822606500843919,0.07177094990628531,0.8951926563794796,0.9962794163843969,0.9981182813644409,0.8318026661872864,0.8696565628051758,0.8811932802200317
15,0.012662196679540523,0.09109973427644195,0.9242805940704746,0.997222206809304,0.9985970258712769,0.8669211268424988,0.9178189635276794,0.9137850403785706
16,0.01060269766381177,0.07270583635443574,0.9032172696156935,0.9968309735918378,0.9983978271484375,0.8288068771362305,0.8994852304458618,0.8861790895462036
17,0.010370083891491338,0.06302831117617344,0.8833830584804495,0.9964246416425372,0.9981949925422668,0.796001136302948,0.88140869140625,0.8579273819923401
18,0.008946568203514547,0.07042196942607293,0.9121746743892456,0.9968795776367188,0.9984230995178223,0.8386015892028809,0.9105882048606873,0.9010857939720154
19,0.007995628573878751,0.06988022061084377,0.8500867328652135,0.996808939046793,0.998395562171936,0.640978991985321,0.8581699728965759,0.9028023481369019
20,0.006574999152993162,0.09278254052607825,0.9338351108811118,0.9976355812766335,0.9988100528717041,0.8946037292480469,0.9317502975463867,0.9101765155792236
21,0.005903134926040544,0.08155809039855702,0.9377149611294686,0.997792223950366,0.9988877177238464,0.8896903991699219,0.931944727897644,0.930337131023407
22,0.005675375746464644,0.06677331262629584,0.8861048668101951,0.9969941252595061,0.9984861016273499,0.8493140935897827,0.8655144572257996,0.8311049342155457
23,0.04911822736323849,0.06379088277479152,0.8694208747857101,0.9948055027248143,0.9973627924919128,0.8137991428375244,0.8378167748451233,0.8287047743797302
24,0.008341019289810361,0.06808380998338905,0.8825016193664991,0.9962332131979349,0.9980995059013367,0.7669633626937866,0.8765227198600769,0.8884208798408508
25,0.00640041867320282,0.050974140907605214,0.910484443281914,0.9971446857585774,0.9985629916191101,0.8478462100028992,0.8939310908317566,0.9015976786613464
