epoch,train_loss,val_loss,val_dice,pixel_acc,class_0_dice,class_1_dice,class_2_dice,class_3_dice
1,0.7835652134040507,0.7825193440580701,0.3120815395996287,0.8888004543064357,0.9390098452568054,0.05068071559071541,0.19885681569576263,0.059778667986392975
2,0.383437543804568,0.7301120431116828,0.39961735534292836,0.944058344914363,0.9712913632392883,0.07286166399717331,0.4814615249633789,0.07285479456186295
3,0.27047707670466686,0.4086633566897232,0.48678847938984426,0.9744627092268083,0.9869222640991211,0.32468125224113464,0.5495898127555847,0.08596057444810867
4,0.17198656057196904,0.3019209431966285,0.6653271802551263,0.9836442854020979,0.9916862845420837,0.4360978305339813,0.6288036108016968,0.6047208905220032
5,0.1346170575456406,0.23227784366483664,0.6758638068616807,0.9855645453179633,0.9926701188087463,0.5176306366920471,0.5494658946990967,0.6436885595321655
6,0.09036297326892372,0.1852214250882918,0.7318437190114201,0.9904810231882375,0.9951972365379333,0.5815023183822632,0.6225142478942871,0.728161096572876
7,0.07162594007767313,0.13920946443336202,0.8131765041734789,0.992246294355059,0.9960653781890869,0.6860361099243164,0.769997239112854,0.8006072044372559
8,0.05274854024978188,0.12044100678310944,0.807509627896589,0.9917049808102054,0.995787501335144,0.6660650372505188,0.7581656575202942,0.8100202679634094
9,0.048289112958723936,0.4229752047742893,0.590667708040951,0.9535641970334353,0.9761032462120056,0.6999813318252563,0.33802664279937744,0.3485596477985382
10,0.061258454231651334,0.0873359764300912,0.826531782850519,0.9930666943530103,0.9964768290519714,0.6841567754745483,0.7851646542549133,0.8403288722038269
11,0.031218301542709027,0.08416737609223782,0.8548985146038182,0.9937998098093312,0.9968603253364563,0.737348198890686,0.8178194761276245,0.8675657510757446
12,0.025812981006636367,0.07983567257626699,0.8150535672382041,0.9921743753073099,0.9960249066352844,0.7790835499763489,0.697121262550354,0.7879844903945923
13,0.020451642769744725,0.08198085447148114,0.8816971359969853,0.9949128477723448,0.9974242448806763,0.8276957869529724,0.8195350766181946,0.8821333050727844
14,0.020483659171476598,0.07750244770961051,0.889352466155599,0.9953489503660402,0.9976379871368408,0.8269458413124084,0.8487164974212646,0.8841094970703125
15,0.015927530105823907,0.07561433832551893,0.8968688062020949,0.995374079350825,0.997655987739563,0.824313223361969,0.8812106251716614,0.8842954039573669
16,0.027363022149548055,0.11481273146932358,0.5919789221736934,0.9789121401059878,0.9892362356185913,0.34230393171310425,0.47120627760887146,0.5651692748069763
17,0.0355337924074109,0.08044823161098402,0.8596230297238676,0.9946114066597465,0.9972682595252991,0.7787045836448669,0.8157393336296082,0.8467798233032227
18,0.015878276263431804,0.0670804861408717,0.8686297520265712,0.9952819397399476,0.9976066946983337,0.7708289623260498,0.8319330811500549,0.8741501569747925
19,0.011763321296349773,0.07639834973505223,0.9031232731950867,0.9960800384308075,0.9980210661888123,0.8100252151489258,0.9005008339881897,0.903946042060852
20,0.012525998585955883,0.07319275590011498,0.8896778101896072,0.9957455188244373,0.997842013835907,0.8214780688285828,0.8466662168502808,0.8927249312400818
21,0.009697660752685695,0.07088546515719223,0.9038747881467526,0.9959454836545291,0.9979434609413147,0.8383956551551819,0.8773356080055237,0.901824414730072
22,0.020391534459285016,0.12233214727374953,0.824294546788389,0.9938492141403519,0.9969051480293274,0.5932174921035767,0.901802659034729,0.8052529692649841
23,0.016015316251801644,0.07044590235495667,0.8992618157730236,0.9955755914007867,0.9977571964263916,0.8437638282775879,0.8805661797523499,0.87496018409729
24,0.008890833985817626,0.07207100688385407,0.9043597216372723,0.9961712710507267,0.9980644583702087,0.8457715511322021,0.8674651980400085,0.9061376452445984
25,0.007438973758399971,0.0667226038404278,0.9054672191818277,0.9961012726897126,0.9980228543281555,0.839982271194458,0.8962307572364807,0.8876330256462097
26,0.007175521314621154,0.07388627166221556,0.9210761409331035,0.9965159276148656,0.9982372522354126,0.8711137175559998,0.9001246094703674,0.9148288369178772
27,0.006750807215315782,0.07773416272081253,0.9222006434118831,0.9967814092035894,0.9983728528022766,0.8645458221435547,0.903624951839447,0.9222589135169983
28,0.01546805436870583,0.06841555314783293,0.8504442149525756,0.9949003633085665,0.9974450469017029,0.7934445738792419,0.8156074285507202,0.7952796816825867
29,0.010432000245474944,0.07848709667837443,0.875664133500386,0.9958026059023983,0.9978733658790588,0.7950612902641296,0.8327195644378662,0.8770024180412292
30,0.006412543418885368,0.07894289859984122,0.8994457886352406,0.9962769621735686,0.9981123805046082,0.8262619376182556,0.8924989700317383,0.8809097409248352
31,0.005334238298388758,0.08520890893235517,0.9202104262955539,0.9969872961511145,0.9984732866287231,0.86223965883255,0.9016686081886292,0.9184602499008179
32,0.005087021541425853,0.07835603963096881,0.915836479801398,0.996819449471427,0.9983875751495361,0.8693450689315796,0.8791294693946838,0.9164836406707764
33,0.004757393098519585,0.07986193282083588,0.9201764208036702,0.9969500561694166,0.9984550476074219,0.8801998496055603,0.906293511390686,0.8957571983337402
